"순서","시설ID","컨텐츠 명","사용유무","테마 타입","x 좌표","y 좌표","좌표 배열","좌표타입","메인 이미지","새 주소","구 주소","우편번호","국가 지점 번호","테마 명","거리","업데이트 일","등록일","이미지 URL1","이미지 URL2","이미지 URL3","이미지 URL4","이미지 URL5","동영상 URL","음성파일 URL","평가 점수","평가자 인원","상세정보 이름 1","상세정보 값 1","상세정보 이름 2","상세정보 값 2","상세정보 이름 3","상세정보 값 3","상세정보 이름 4","상세정보 값 4","상세정보 이름 5","상세정보 값 5","상세정보 이름 6","상세정보 값 6","상세정보 이름 7","상세정보 값 7","상세정보 이름 8","상세정보 값 8","상세정보 이름 9","상세정보 값 9","상세정보 이름 10","상세정보 값 10"
"1815","종로구 거치대_039","자전거 일반 거치대","사용","일반","127.014396900","37.573534127","[]","Point","","서울특별시 종로구 지봉로5길 7-5","서울특별시 종로구 창신동 222-8","03104","","(친환경)자전거 편의시설","4079.586625","2022-01-10 13:21:20","2022-01-10 13:21:20","","","","","","","","","","운영시간 (예. 00:00 ~ 00:00)","","설치지역","","상세위치(예, OO동 주민센터)","","설치유형(*공기주입기와 주차장 만 선택하세요.)","","설치/이용가능대수(예, 00대)","","운영형태(*수리센터만 선택하세요.)","","수리범위(*수리센터만 선택하고, 예, 경정비 무상, 부품교체 실비 등.)","","이동수리센터 순회일정(*이동수리센터만 입력, 예) 자치구 순회일정 안내 게시판 링크)","","유의사항(예, O0학교 운영시간 외 이용불가 )","","",""
"1816","종로구 거치대_040","자전거 일반 거치대","사용","일반","127.010785194","37.571463016","[]","Point","","서울특별시 종로구 종로 294","서울특별시 종로구 창신동 487-4","03119","","(친환경)자전거 편의시설","3682.366503","2022-01-10 13:22:42","2022-01-10 13:22:42","","","","","","","","","","운영시간 (예. 00:00 ~ 00:00)","","설치지역","","상세위치(예, OO동 주민센터)","","설치유형(*공기주입기와 주차장 만 선택하세요.)","","설치/이용가능대수(예, 00대)","","운영형태(*수리센터만 선택하세요.)","","수리범위(*수리센터만 선택하고, 예, 경정비 무상, 부품교체 실비 등.)","","이동수리센터 순회일정(*이동수리센터만 입력, 예) 자치구 순회일정 안내 게시판 링크)","","유의사항(예, O0학교 운영시간 외 이용불가 )","","",""
"1817","종로구 거치대_041","자전거 일반 거치대","사용","일반","127.010511580","37.570012966","[]","Point","","서울특별시 종로구 청계천로 295","서울특별시 종로구 창신동 436-92","03119","","(친환경)자전거 편의시설","3629.327449","2022-01-10 13:23:53","2022-01-10 13:23:53","","","","","","","","","","운영시간 (예. 00:00 ~ 00:00)","","설치지역","","상세위치(예, OO동 주민센터)","","설치유형(*공기주입기와 주차장 만 선택하세요.)","","설치/이용가능대수(예, 00대)","","운영형태(*수리센터만 선택하세요.)","","수리범위(*수리센터만 선택하고, 예, 경정비 무상, 부품교체 실비 등.)","","이동수리센터 순회일정(*이동수리센터만 입력, 예) 자치구 순회일정 안내 게시판 링크)","","유의사항(예, O0학교 운영시간 외 이용불가 )","","",""
"1818","종로구 거치대_042","자전거 일반 거치대","사용","일반","127.015622016","37.571466061","[]","Point","","서울특별시 종로구 지봉로 19","서울특별시 종로구 창신동 397-6","03121","","(친환경)자전거 편의시설","4157.577885","2022-01-10 13:24:49","2022-01-10 13:24:49","","","","","","","","","","운영시간 (예. 00:00 ~ 00:00)","","설치지역","","상세위치(예, OO동 주민센터)","","설치유형(*공기주입기와 주차장 만 선택하세요.)","","설치/이용가능대수(예, 00대)","","운영형태(*수리센터만 선택하세요.)","","수리범위(*수리센터만 선택하고, 예, 경정비 무상, 부품교체 실비 등.)","","이동수리센터 순회일정(*이동수리센터만 입력, 예) 자치구 순회일정 안내 게시판 링크)","","유의사항(예, O0학교 운영시간 외 이용불가 )","","",""
"1819","종로구 거치대_043","자전거 일반 거치대","사용","일반","127.015529759","37.572596873","[]","Point","","서울특별시 종로구 지봉로 29","서울특별시 종로구 창신동 322-1","03121","","(친환경)자전거 편의시설","4169.924707","2022-01-10 13:25:34","2022-01-10 13:25:34","","","","","","","","","","운영시간 (예. 00:00 ~ 00:00)","","설치지역","","상세위치(예, OO동 주민센터)","","설치유형(*공기주입기와 주차장 만 선택하세요.)","","설치/이용가능대수(예, 00대)","","운영형태(*수리센터만 선택하세요.)","","수리범위(*수리센터만 선택하고, 예, 경정비 무상, 부품교체 실비 등.)","","이동수리센터 순회일정(*이동수리센터만 입력, 예) 자치구 순회일정 안내 게시판 링크)","","유의사항(예, O0학교 운영시간 외 이용불가 )","","",""
"1820","종로구 거치대_044","자전거 일반 거치대","사용","일반","127.015161317","37.578990416","[]","Point","","서울특별시 종로구 지봉로 99-1","서울특별시 종로구 창신동 17-58","03094","","(친환경)자전거 편의시설","4310.174890","2022-01-10 13:26:28","2022-01-10 13:26:28","","","","","","","","","","운영시간 (예. 00:00 ~ 00:00)","","설치지역","","상세위치(예, OO동 주민센터)","","설치유형(*공기주입기와 주차장 만 선택하세요.)","","설치/이용가능대수(예, 00대)","","운영형태(*수리센터만 선택하세요.)","","수리범위(*수리센터만 선택하고, 예, 경정비 무상, 부품교체 실비 등.)","","이동수리센터 순회일정(*이동수리센터만 입력, 예) 자치구 순회일정 안내 게시판 링크)","","유의사항(예, O0학교 운영시간 외 이용불가 )","","",""
"1821","종로구 거치대_045","자전거 일반 거치대","사용","일반","127.015073674","37.579625505","[]","Point","","서울특별시 종로구 지봉로 107","서울특별시 종로구 창신동 20-8","03094","","(친환경)자전거 편의시설","4324.267070","2022-01-10 13:27:00","2022-01-10 13:27:00","","","","","","","","","","운영시간 (예. 00:00 ~ 00:00)","","설치지역","","상세위치(예, OO동 주민센터)","","설치유형(*공기주입기와 주차장 만 선택하세요.)","","설치/이용가능대수(예, 00대)","","운영형태(*수리센터만 선택하세요.)","","수리범위(*수리센터만 선택하고, 예, 경정비 무상, 부품교체 실비 등.)","","이동수리센터 순회일정(*이동수리센터만 입력, 예) 자치구 순회일정 안내 게시판 링크)","","유의사항(예, O0학교 운영시간 외 이용불가 )","","",""
"1822","종로구 거치대_046","자전거 일반 거치대","사용","일반","127.016317518","37.573361742","[]","Point","","서울특별시 종로구 종로 347","서울특별시 종로구 숭인동 81-4","03113","","(친환경)자전거 편의시설","4262.968678","2022-01-10 13:27:44","2022-01-10 13:27:44","","","","","","","","","","운영시간 (예. 00:00 ~ 00:00)","","설치지역","","상세위치(예, OO동 주민센터)","","설치유형(*공기주입기와 주차장 만 선택하세요.)","","설치/이용가능대수(예, 00대)","","운영형태(*수리센터만 선택하세요.)","","수리범위(*수리센터만 선택하고, 예, 경정비 무상, 부품교체 실비 등.)","","이동수리센터 순회일정(*이동수리센터만 입력, 예) 자치구 순회일정 안내 게시판 링크)","","유의사항(예, O0학교 운영시간 외 이용불가 )","","",""
"1823","종로구 거치대_047","자전거 일반 거치대","사용","일반","127.015436908","37.579935707","[]","Point","","서울특별시 종로구 동망산길 6","서울특별시 종로구 숭인동 5-7","03108","","(친환경)자전거 편의시설","4369.315293","2022-01-10 13:28:27","2022-01-10 13:28:27","","","","","","","","","","운영시간 (예. 00:00 ~ 00:00)","","설치지역","","상세위치(예, OO동 주민센터)","","설치유형(*공기주입기와 주차장 만 선택하세요.)","","설치/이용가능대수(예, 00대)","","운영형태(*수리센터만 선택하세요.)","","수리범위(*수리센터만 선택하고, 예, 경정비 무상, 부품교체 실비 등.)","","이동수리센터 순회일정(*이동수리센터만 입력, 예) 자치구 순회일정 안내 게시판 링크)","","유의사항(예, O0학교 운영시간 외 이용불가 )","","",""
"1824","종로구 거치대_048","자전거 일반 거치대","사용","일반","127.015453219","37.579384827","[]","Point","","서울특별시 종로구 지봉로 104","서울특별시 종로구 숭인동 9-13","03108","","(친환경)자전거 편의시설","4351.243925","2022-01-10 13:28:55","2022-01-10 13:28:55","","","","","","","","","","운영시간 (예. 00:00 ~ 00:00)","","설치지역","","상세위치(예, OO동 주민센터)","","설치유형(*공기주입기와 주차장 만 선택하세요.)","","설치/이용가능대수(예, 00대)","","운영형태(*수리센터만 선택하세요.)","","수리범위(*수리센터만 선택하고, 예, 경정비 무상, 부품교체 실비 등.)","","이동수리센터 순회일정(*이동수리센터만 입력, 예) 자치구 순회일정 안내 게시판 링크)","","유의사항(예, O0학교 운영시간 외 이용불가 )","","",""
"1825","종로구 거치대_049","자전거 일반 거치대","사용","일반","127.015907613","37.572830520","[]","Point","","서울특별시 종로구 종로 344","서울특별시 종로구 숭인동 310","03114","","(친환경)자전거 편의시설","4211.687189","2022-01-10 13:29:34","2022-01-10 13:29:34","","","","","","","","","","운영시간 (예. 00:00 ~ 00:00)","","설치지역","","상세위치(예, OO동 주민센터)","","설치유형(*공기주입기와 주차장 만 선택하세요.)","","설치/이용가능대수(예, 00대)","","운영형태(*수리센터만 선택하세요.)","","수리범위(*수리센터만 선택하고, 예, 경정비 무상, 부품교체 실비 등.)","","이동수리센터 순회일정(*이동수리센터만 입력, 예) 자치구 순회일정 안내 게시판 링크)","","유의사항(예, O0학교 운영시간 외 이용불가 )","","",""
"1826","종로구 거치대_050","자전거 일반 거치대","사용","일반","127.022823411","37.575139086","[]","Point","","서울특별시 종로구 종로 412","서울특별시 종로구 숭인동 1365","03116","","(친환경)자전거 편의시설","4936.703309","2022-01-10 13:30:27","2022-01-10 13:30:27","","","","","","","","","","운영시간 (예. 00:00 ~ 00:00)","","설치지역","","상세위치(예, OO동 주민센터)","","설치유형(*공기주입기와 주차장 만 선택하세요.)","","설치/이용가능대수(예, 00대)","","운영형태(*수리센터만 선택하세요.)","","수리범위(*수리센터만 선택하고, 예, 경정비 무상, 부품교체 실비 등.)","","이동수리센터 순회일정(*이동수리센터만 입력, 예) 자치구 순회일정 안내 게시판 링크)","","유의사항(예, O0학교 운영시간 외 이용불가 )","","",""
"1827","종로구 거치대_051","자전거 일반 거치대","사용","일반","127.022719418","37.575907064","[]","Point","","서울특별시 종로구 종로 413","서울특별시 종로구 숭인동 1311","03111","","(친환경)자전거 편의시설","4944.262613","2022-01-10 13:31:32","2022-01-10 13:31:32","","","","","","","","","","운영시간 (예. 00:00 ~ 00:00)","","설치지역","","상세위치(예, OO동 주민센터)","","설치유형(*공기주입기와 주차장 만 선택하세요.)","","설치/이용가능대수(예, 00대)","","운영형태(*수리센터만 선택하세요.)","","수리범위(*수리센터만 선택하고, 예, 경정비 무상, 부품교체 실비 등.)","","이동수리센터 순회일정(*이동수리센터만 입력, 예) 자치구 순회일정 안내 게시판 링크)","","유의사항(예, O0학교 운영시간 외 이용불가 )","","",""
"1828","종로구 거치대_052","자전거 일반 거치대","사용","일반","127.022837564","37.576026970","[]","Point","","서울특별시 종로구 보문로 3","서울특별시 종로구 숭인동 1308","03111","","(친환경)자전거 편의시설","4958.597468","2022-01-10 13:32:19","2022-01-10 13:32:19","","","","","","","","","","운영시간 (예. 00:00 ~ 00:00)","","설치지역","","상세위치(예, OO동 주민센터)","","설치유형(*공기주입기와 주차장 만 선택하세요.)","","설치/이용가능대수(예, 00대)","","운영형태(*수리센터만 선택하세요.)","","수리범위(*수리센터만 선택하고, 예, 경정비 무상, 부품교체 실비 등.)","","이동수리센터 순회일정(*이동수리센터만 입력, 예) 자치구 순회일정 안내 게시판 링크)","","유의사항(예, O0학교 운영시간 외 이용불가 )","","",""
"1829","종로구 거치대_053","자전거 일반 거치대","사용","일반","127.018613567","37.571160573","[]","Point","","서울특별시 종로구 청계천로 369","서울특별시 종로구 창신동 400-4","03118","","(친환경)자전거 편의시설","4447.458444","2022-01-10 13:33:22","2022-01-10 13:33:22","","","","","","","","","","운영시간 (예. 00:00 ~ 00:00)","","설치지역","","상세위치(예, OO동 주민센터)","","설치유형(*공기주입기와 주차장 만 선택하세요.)","","설치/이용가능대수(예, 00대)","","운영형태(*수리센터만 선택하세요.)","","수리범위(*수리센터만 선택하고, 예, 경정비 무상, 부품교체 실비 등.)","","이동수리센터 순회일정(*이동수리센터만 입력, 예) 자치구 순회일정 안내 게시판 링크)","","유의사항(예, O0학교 운영시간 외 이용불가 )","","",""
"1830","종로구 거치대_054","자전거 일반 거치대","사용","일반","126.999257675","37.590412790","[]","Point","","서울특별시 종로구 성균관로 91","서울특별시 종로구 혜화동 1-3","03066","","(친환경)자전거 편의시설","3595.913155","2022-01-10 13:38:11","2022-01-10 13:38:11","","","","","","","","","","운영시간 (예. 00:00 ~ 00:00)","","설치지역","","상세위치(예, OO동 주민센터)","","설치유형(*공기주입기와 주차장 만 선택하세요.)","","설치/이용가능대수(예, 00대)","","운영형태(*수리센터만 선택하세요.)","","수리범위(*수리센터만 선택하고, 예, 경정비 무상, 부품교체 실비 등.)","","이동수리센터 순회일정(*이동수리센터만 입력, 예) 자치구 순회일정 안내 게시판 링크)","","유의사항(예, O0학교 운영시간 외 이용불가 )","","",""
"1831","종로구 거치대_055","자전거 일반 거치대","사용","일반","126.985572474","37.580024533","[]","Point","","서울특별시 종로구 북촌로4길 7","서울특별시 종로구 가회동 210","03056","","(친환경)자전거 편의시설","1924.370647","2022-01-10 14:11:31","2022-01-10 14:11:31","","","","","","","","","","운영시간 (예. 00:00 ~ 00:00)","","설치지역","","상세위치(예, OO동 주민센터)","","설치유형(*공기주입기와 주차장 만 선택하세요.)","","설치/이용가능대수(예, 00대)","","운영형태(*수리센터만 선택하세요.)","","수리범위(*수리센터만 선택하고, 예, 경정비 무상, 부품교체 실비 등.)","","이동수리센터 순회일정(*이동수리센터만 입력, 예) 자치구 순회일정 안내 게시판 링크)","","유의사항(예, O0학교 운영시간 외 이용불가 )","","",""
"1832","종로구 거치대_057","자전거 일반 거치대","사용","일반","126.970547586","37.574461022","[]","Point","","서울특별시 종로구 사직로8길 20","서울특별시 종로구 내수동 95","03174","","(친환경)자전거 편의시설","1111.387500","2022-01-10 14:13:51","2022-01-10 14:13:51","","","","","","","","","","운영시간 (예. 00:00 ~ 00:00)","","설치지역","","상세위치(예, OO동 주민센터)","","설치유형(*공기주입기와 주차장 만 선택하세요.)","","설치/이용가능대수(예, 00대)","","운영형태(*수리센터만 선택하세요.)","","수리범위(*수리센터만 선택하고, 예, 경정비 무상, 부품교체 실비 등.)","","이동수리센터 순회일정(*이동수리센터만 입력, 예) 자치구 순회일정 안내 게시판 링크)","","유의사항(예, O0학교 운영시간 외 이용불가 )","","",""
"1833","종로구 거치대_058","자전거 일반 거치대","사용","일반","126.959102212","37.575499761","[]","Point","","서울특별시 종로구 통일로 246-11","서울특별시 종로구 무악동 83","03025","","(친환경)자전거 편의시설","1928.606005","2022-01-10 14:15:27","2022-01-10 14:15:27","","","","","","","","","","운영시간 (예. 00:00 ~ 00:00)","","설치지역","","상세위치(예, OO동 주민센터)","","설치유형(*공기주입기와 주차장 만 선택하세요.)","","설치/이용가능대수(예, 00대)","","운영형태(*수리센터만 선택하세요.)","","수리범위(*수리센터만 선택하고, 예, 경정비 무상, 부품교체 실비 등.)","","이동수리센터 순회일정(*이동수리센터만 입력, 예) 자치구 순회일정 안내 게시판 링크)","","유의사항(예, O0학교 운영시간 외 이용불가 )","","",""
"1834","종로구 거치대_059","자전거 일반 거치대","사용","일반","126.999842835","37.585697861","[]","Point","","서울특별시 종로구 창경궁로 265","서울특별시 종로구 명륜2가 4","03075","","(친환경)자전거 편의시설","3311.682229","2022-01-10 14:16:43","2022-01-10 14:16:43","","","","","","","","","","운영시간 (예. 00:00 ~ 00:00)","","설치지역","","상세위치(예, OO동 주민센터)","","설치유형(*공기주입기와 주차장 만 선택하세요.)","","설치/이용가능대수(예, 00대)","","운영형태(*수리센터만 선택하세요.)","","수리범위(*수리센터만 선택하고, 예, 경정비 무상, 부품교체 실비 등.)","","이동수리센터 순회일정(*이동수리센터만 입력, 예) 자치구 순회일정 안내 게시판 링크)","","유의사항(예, O0학교 운영시간 외 이용불가 )","","",""
"1835","종로구 거치대_060","자전거 일반 거치대","사용","일반","127.016178785","37.573800580","[]","Point","","서울특별시 종로구 종로 347","서울특별시 종로구 숭인동 76","03113","","(친환경)자전거 편의시설","4259.152630","2022-01-10 14:17:37","2022-01-10 14:17:37","","","","","","","","","","운영시간 (예. 00:00 ~ 00:00)","","설치지역","","상세위치(예, OO동 주민센터)","","설치유형(*공기주입기와 주차장 만 선택하세요.)","","설치/이용가능대수(예, 00대)","","운영형태(*수리센터만 선택하세요.)","","수리범위(*수리센터만 선택하고, 예, 경정비 무상, 부품교체 실비 등.)","","이동수리센터 순회일정(*이동수리센터만 입력, 예) 자치구 순회일정 안내 게시판 링크)","","유의사항(예, O0학교 운영시간 외 이용불가 )","","",""
"1836","종로구 거치대_061","자전거 일반 거치대","사용","일반","127.004365099","37.586090994","[]","Point","","서울특별시 종로구 창경궁로 296-12","서울특별시 종로구 혜화동 90-1","03083","","(친환경)자전거 편의시설","3690.151748","2022-01-10 14:18:38","2022-01-10 14:18:38","","","","","","","","","","운영시간 (예. 00:00 ~ 00:00)","","설치지역","","상세위치(예, OO동 주민센터)","","설치유형(*공기주입기와 주차장 만 선택하세요.)","","설치/이용가능대수(예, 00대)","","운영형태(*수리센터만 선택하세요.)","","수리범위(*수리센터만 선택하고, 예, 경정비 무상, 부품교체 실비 등.)","","이동수리센터 순회일정(*이동수리센터만 입력, 예) 자치구 순회일정 안내 게시판 링크)","","유의사항(예, O0학교 운영시간 외 이용불가 )","","",""
"1837","종로구 거치대_062","자전거 일반 거치대","사용","일반","127.019154235","37.574252144","[]","Point","","서울특별시 종로구 종로 375","서울특별시 종로구 숭인동 165","03112","","(친환경)자전거 편의시설","4559.250915","2022-01-10 14:19:46","2022-01-10 14:19:46","","","","","","","","","","운영시간 (예. 00:00 ~ 00:00)","","설치지역","","상세위치(예, OO동 주민센터)","","설치유형(*공기주입기와 주차장 만 선택하세요.)","","설치/이용가능대수(예, 00대)","","운영형태(*수리센터만 선택하세요.)","","수리범위(*수리센터만 선택하고, 예, 경정비 무상, 부품교체 실비 등.)","","이동수리센터 순회일정(*이동수리센터만 입력, 예) 자치구 순회일정 안내 게시판 링크)","","유의사항(예, O0학교 운영시간 외 이용불가 )","","",""
"1838","종로구 거치대_063","자전거 일반 거치대","사용","일반","126.979194163","37.581338441","[]","Point","","서울특별시 종로구 삼청로 37","서울특별시 종로구 세종로 1-1","03045","","(친환경)자전거 편의시설","1776.752576","2022-01-10 14:20:42","2022-01-10 14:20:42","","","","","","","","","","운영시간 (예. 00:00 ~ 00:00)","","설치지역","","상세위치(예, OO동 주민센터)","","설치유형(*공기주입기와 주차장 만 선택하세요.)","","설치/이용가능대수(예, 00대)","","운영형태(*수리센터만 선택하세요.)","","수리범위(*수리센터만 선택하고, 예, 경정비 무상, 부품교체 실비 등.)","","이동수리센터 순회일정(*이동수리센터만 입력, 예) 자치구 순회일정 안내 게시판 링크)","","유의사항(예, O0학교 운영시간 외 이용불가 )","","",""
"1839","종로구 거치대_064","자전거 일반 거치대","사용","일반","127.000689976","37.575872275","[]","Point","","서울특별시 종로구 율곡로 197","서울특별시 종로구 연지동 1-14","03081","","(친환경)자전거 편의시설","2851.579402","2022-01-10 14:21:55","2022-01-10 14:21:55","","","","","","","","","","운영시간 (예. 00:00 ~ 00:00)","","설치지역","","상세위치(예, OO동 주민센터)","","설치유형(*공기주입기와 주차장 만 선택하세요.)","","설치/이용가능대수(예, 00대)","","운영형태(*수리센터만 선택하세요.)","","수리범위(*수리센터만 선택하고, 예, 경정비 무상, 부품교체 실비 등.)","","이동수리센터 순회일정(*이동수리센터만 입력, 예) 자치구 순회일정 안내 게시판 링크)","","유의사항(예, O0학교 운영시간 외 이용불가 )","","",""
"1840","종로구 거치대_065","자전거 일반 거치대","사용","일반","126.973216318","37.570590414","[]","Point","","서울특별시 종로구 새문안로 75","서울특별시 종로구 신문로1가 57","03182","","(친환경)자전거 편의시설","660.798252","2022-01-10 14:23:26","2022-01-10 14:23:26","","","","","","","","","","운영시간 (예. 00:00 ~ 00:00)","","설치지역","","상세위치(예, OO동 주민센터)","","설치유형(*공기주입기와 주차장 만 선택하세요.)","","설치/이용가능대수(예, 00대)","","운영형태(*수리센터만 선택하세요.)","","수리범위(*수리센터만 선택하고, 예, 경정비 무상, 부품교체 실비 등.)","","이동수리센터 순회일정(*이동수리센터만 입력, 예) 자치구 순회일정 안내 게시판 링크)","","유의사항(예, O0학교 운영시간 외 이용불가 )","","",""
"1841","종로구 거치대_066","자전거 일반 거치대","사용","일반","127.019122696","37.573873450","[]","Point","","서울특별시 종로구 종로 374-1","서울특별시 종로구 숭인동 151-4","03115","","(친환경)자전거 편의시설","4547.928816","2022-01-10 14:24:32","2022-01-10 14:24:32","","","","","","","","","","운영시간 (예. 00:00 ~ 00:00)","","설치지역","","상세위치(예, OO동 주민센터)","","설치유형(*공기주입기와 주차장 만 선택하세요.)","","설치/이용가능대수(예, 00대)","","운영형태(*수리센터만 선택하세요.)","","수리범위(*수리센터만 선택하고, 예, 경정비 무상, 부품교체 실비 등.)","","이동수리센터 순회일정(*이동수리센터만 입력, 예) 자치구 순회일정 안내 게시판 링크)","","유의사항(예, O0학교 운영시간 외 이용불가 )","","",""
"1842","종로구 거치대_070","자전거 일반 거치대","사용","일반","127.008118022","37.571297578","[]","Point","","서울특별시 종로구 종로 271-1","서울특별시 종로구 종로6가 81-2","03124","","(친환경)자전거 편의시설","3417.874004","2022-01-10 14:27:58","2022-01-10 14:27:58","","","","","","","","","","운영시간 (예. 00:00 ~ 00:00)","","설치지역","","상세위치(예, OO동 주민센터)","","설치유형(*공기주입기와 주차장 만 선택하세요.)","","설치/이용가능대수(예, 00대)","","운영형태(*수리센터만 선택하세요.)","","수리범위(*수리센터만 선택하고, 예, 경정비 무상, 부품교체 실비 등.)","","이동수리센터 순회일정(*이동수리센터만 입력, 예) 자치구 순회일정 안내 게시판 링크)","","유의사항(예, O0학교 운영시간 외 이용불가 )","","",""
"1843","11103419_1762234690453","자전거 일반 거치대","사용","일반","127.061285812","37.650959380","[127.06128581226014,37.65095938017446]","Point","","서울특별시 노원구 동일로 1371","서울특별시 노원구 상계동 746-1","01763","다사61306136","(친환경)자전거 편의시설","12261.254903","2025-11-04 14:38:36","2025-11-04 14:38:36","","","","","","","","","","운영시간 (예. 00:00 ~ 00:00)","","설치지역","","상세위치(예, OO동 주민센터)","동일로 1371","설치유형(*공기주입기와 주차장 만 선택하세요.)","","설치/이용가능대수(예, 00대)","7대","운영형태(*수리센터만 선택하세요.)","","수리범위(*수리센터만 선택하고, 예, 경정비 무상, 부품교체 실비 등.)","","이동수리센터 순회일정(*이동수리센터만 입력, 예) 자치구 순회일정 안내 게시판 링크)","","유의사항(예, O0학교 운영시간 외 이용불가 )","","",""
"1844","11103419_1762234955013","자전거 일반 거치대","사용","일반","127.076977719","37.651265688","[127.07697771904216,37.65126568814548]","Point","","서울특별시 노원구 한글비석로 264","서울특별시 노원구 중계동 391","01720","다사62686139","(친환경)자전거 편의시설","13435.362928","2025-11-04 14:43:22","2025-11-04 14:43:22","","","","","","","","","","운영시간 (예. 00:00 ~ 00:00)","","설치지역","","상세위치(예, OO동 주민센터)","중계동 구두일 주유소 앞","설치유형(*공기주입기와 주차장 만 선택하세요.)","","설치/이용가능대수(예, 00대)","7대","운영형태(*수리센터만 선택하세요.)","","수리범위(*수리센터만 선택하고, 예, 경정비 무상, 부품교체 실비 등.)","","이동수리센터 순회일정(*이동수리센터만 입력, 예) 자치구 순회일정 안내 게시판 링크)","","유의사항(예, O0학교 운영시간 외 이용불가 )","","",""
"1845","종로구 거치대_071","자전거 일반 거치대","사용","일반","127.001561798","37.570803631","[]","Point","","서울특별시 종로구 종로 214","서울특별시 종로구 종로5가 194-1","03195","","(친환경)자전거 편의시설","2767.843276","2022-01-10 14:28:35","2022-01-10 14:28:35","","","","","","","","","","운영시간 (예. 00:00 ~ 00:00)","","설치지역","","상세위치(예, OO동 주민센터)","","설치유형(*공기주입기와 주차장 만 선택하세요.)","","설치/이용가능대수(예, 00대)","","운영형태(*수리센터만 선택하세요.)","","수리범위(*수리센터만 선택하고, 예, 경정비 무상, 부품교체 실비 등.)","","이동수리센터 순회일정(*이동수리센터만 입력, 예) 자치구 순회일정 안내 게시판 링크)","","유의사항(예, O0학교 운영시간 외 이용불가 )","","",""
"1846","종로구 거치대_067","자전거 일반 거치대","사용","일반","126.959054872","37.573629254","[]","Point","","서울특별시 종로구 통일로 230","서울특별시 종로구 무악동 41-7","03030","","(친환경)자전거 편의시설","1828.851717","2022-01-10 14:25:20","2022-01-10 14:25:20","","","","","","","","","","운영시간 (예. 00:00 ~ 00:00)","","설치지역","","상세위치(예, OO동 주민센터)","","설치유형(*공기주입기와 주차장 만 선택하세요.)","","설치/이용가능대수(예, 00대)","","운영형태(*수리센터만 선택하세요.)","","수리범위(*수리센터만 선택하고, 예, 경정비 무상, 부품교체 실비 등.)","","이동수리센터 순회일정(*이동수리센터만 입력, 예) 자치구 순회일정 안내 게시판 링크)","","유의사항(예, O0학교 운영시간 외 이용불가 )","","",""
"1847","종로구 거치대_056","자전거 일반 거치대","사용","일반","126.962034463","37.603946015","[]","Point","","서울특별시 종로구 평창문화로 5-1","서울특별시 종로구 신영동 20-1","03007","","(친환경)자전거 편의시설","4176.136979","2022-01-10 14:12:49","2022-01-10 14:12:49","","","","","","","","","","운영시간 (예. 00:00 ~ 00:00)","","설치지역","","상세위치(예, OO동 주민센터)","","설치유형(*공기주입기와 주차장 만 선택하세요.)","","설치/이용가능대수(예, 00대)","","운영형태(*수리센터만 선택하세요.)","","수리범위(*수리센터만 선택하고, 예, 경정비 무상, 부품교체 실비 등.)","","이동수리센터 순회일정(*이동수리센터만 입력, 예) 자치구 순회일정 안내 게시판 링크)","","유의사항(예, O0학교 운영시간 외 이용불가 )","","",""
"1848","종로구 거치대_001","자전거 일반 거치대","사용","일반","126.971587635","37.585935290","[]","Point","","서울특별시 종로구 자하문로28가길 9","서울특별시 종로구 청운동 89-9","03047","","(친환경)자전거 편의시설","2200.578509","2022-01-10 10:57:10","2022-01-10 10:57:10","","","","","","","","","","운영시간 (예. 00:00 ~ 00:00)","","설치지역","","상세위치(예, OO동 주민센터)","","설치유형(*공기주입기와 주차장 만 선택하세요.)","","설치/이용가능대수(예, 00대)","","운영형태(*수리센터만 선택하세요.)","","수리범위(*수리센터만 선택하고, 예, 경정비 무상, 부품교체 실비 등.)","","이동수리센터 순회일정(*이동수리센터만 입력, 예) 자치구 순회일정 안내 게시판 링크)","","유의사항(예, O0학교 운영시간 외 이용불가 )","","",""
"1849","종로구 거치대_002","자전거 일반 거치대","사용","일반","126.970027935","37.585065261","[]","Point","","서울특별시 종로구 자하문로 101","서울특별시 종로구 청운동 129-1","03032","","(친환경)자전거 편의시설","2142.964392","2022-01-10 11:00:21","2022-01-10 11:00:21","","","","","","","","","","운영시간 (예. 00:00 ~ 00:00)","","설치지역","","상세위치(예, OO동 주민센터)","","설치유형(*공기주입기와 주차장 만 선택하세요.)","","설치/이용가능대수(예, 00대)","","운영형태(*수리센터만 선택하세요.)","","수리범위(*수리센터만 선택하고, 예, 경정비 무상, 부품교체 실비 등.)","","이동수리센터 순회일정(*이동수리센터만 입력, 예) 자치구 순회일정 안내 게시판 링크)","","유의사항(예, O0학교 운영시간 외 이용불가 )","","",""
